x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,y,y_1,y_2,y_3,y_4,y_5,y_6
231,174.0,59.0,9.0,0.0,0.0,0.833335,0.349603,1.33333,0.8165,122.037,110.556,138.778,116.778,-34.4444,50.2222,-15.7778,138.778,0.203326,-2.32317,5,3.0,4.0,0.0,5.0,5.0,5.0
232,95.0,127.0,9.0,0.0,0.0,0.222222,0.0740741,0.222222,0.0296296,0.62963,0.0,1.88889,0.0,-1.88889,3.77778,-1.88889,1.88889,1.0,-2.0944,2,2.0,0.0,2.0,4.0,2.0,2.0
233,104.0,139.0,9.0,0.0,0.0,0.333333,0.516398,0.333333,0.516398,0.666667,0.0,1.77778,0.222222,-2.0,3.33333,-1.33333,1.77778,1.0,-2.15073,2,3.0,2.0,2.0,6.0,2.0,2.0
234,9.0,130.0,9.0,0.0,0.0,0.0555556,0.0185185,2.61111,6.24075,1.74074,1.0,3.22222,1.0,-2.22222,4.44444,-2.22222,3.22222,0.550926,-2.0944,6,2.0,6.0,4.0,6.0,6.0,6.0
235,18.0,87.0,9.0,0.0,0.0,1.55556,1.96261,1.88889,1.74696,2.92593,1.22222,5.66667,1.88889,-5.11111,8.22222,-3.11111,5.66667,0.862771,-2.22949,2,2.0,1.0,3.0,1.0,2.0,2.0
236,110.0,196.0,9.0,0.0,0.111111,3.66667,1.8619,6.88889,4.86103,52.4815,46.8889,65.0,45.5556,-16.7778,37.5556,-20.7778,65.0,0.29763,-2.0226,4,2.0,3.0,4.0,4.0,4.0,1.0
237,14.0,134.0,9.0,0.0,0.0,0.388889,0.062963,0.388889,0.062963,5.2963,6.77778,6.22222,2.88889,4.44444,2.77778,-7.22222,7.0,0.587302,-0.912631,0,1.0,5.0,0.0,2.0,0.0,0.0
238,79.0,154.0,9.0,0.0,0.0,1.11111,1.58518,0.166667,0.0777778,0.740741,0.444444,1.55556,0.222222,-0.888889,2.44444,-1.55556,1.55556,0.288889,-1.91964,6,6.0,6.0,6.0,6.0,4.0,6.0
239,9.0,72.0,9.0,0.0,0.0,0.777777,0.562961,1.5,0.744447,125.444,114.111,141.111,121.111,-34.0,47.0,-13.0,141.111,0.19129,-2.3662,5,5.0,3.0,5.0,6.0,5.0,3.0
240,78.0,72.0,9.0,0.0,0.0,1.11111,1.00741,1.05556,0.729631,125.556,115.333,140.556,120.778,-30.6667,45.0,-14.3333,140.556,0.17933,-2.32084,5,3.0,5.0,5.0,5.0,5.0,5.0
241,103.0,185.0,9.0,0.0,0.0,1.83333,4.65556,9.88889,94.9185,30.8889,27.7778,37.0,27.8889,-9.33333,18.3333,-9.0,37.5556,0.250444,-2.45058,4,0.0,0.0,3.0,4.0,4.0,4.0
242,37.0,126.0,9.0,0.0,0.0,0.388889,0.062963,0.444445,0.251852,5.77778,7.44444,6.77778,3.11111,5.0,3.0,-8.0,7.44444,0.581349,-0.895807,0,0.0,2.0,2.0,0.0,0.0,0.0
243,29.0,81.0,9.0,0.111111,0.0,2.61111,3.75185,2.72222,3.75185,20.4815,20.1111,26.1111,15.2222,-1.11111,16.8889,-15.7778,26.1111,0.412662,-1.56634,0,1.0,1.0,0.0,4.0,0.0,0.0
244,141.0,17.0,9.0,0.111111,0.222222,3.72222,4.4493,5.0,2.319,44.5926,40.3333,54.0,39.4444,-12.7778,28.2222,-15.4444,54.0,0.268186,-2.03005,1,6.0,4.0,1.0,1.0,1.0,1.0
245,97.0,126.0,9.0,0.0,0.0,1.05556,0.374074,1.0,0.844445,6.48148,7.66667,8.0,3.77778,3.55556,4.55556,-8.11111,8.33333,0.551587,-1.11813,0,0.0,0.0,6.0,0.0,0.0,0.0
246,23.0,142.0,9.0,0.0,0.0,0.388889,0.107407,0.944444,0.374074,5.03704,6.55556,5.77778,2.77778,4.55556,2.22222,-6.77778,6.55556,0.574735,-0.829712,0,4.0,4.0,1.0,1.0,0.0,6.0
247,97.0,75.0,9.0,0.0,0.111111,2.0,1.91111,3.77778,8.29629,24.8519,24.0,31.6667,18.8889,-2.55556,20.4444,-17.8889,31.6667,0.40212,-1.65277,0,3.0,4.0,5.0,0.0,0.0,0.0
248,51.0,111.0,9.0,0.0,0.0,16.2222,16.4434,0.444445,0.344265,34.1111,30.3333,42.2222,29.7778,-11.3333,24.3333,-13.0,42.2222,0.290355,-2.00574,1,4.0,2.0,6.0,2.0,1.0,6.0
249,23.0,25.0,9.0,0.0,0.0,1.11111,0.750305,0.611111,0.64693,70.4444,60.6667,89.0,61.6667,-29.3333,55.6667,-26.3333,89.0,0.318191,-2.13042,1,0.0,0.0,1.0,6.0,1.0,1.0
250,49.0,139.0,9.0,0.0,0.0,0.166667,0.0777778,0.333333,0.0888889,0.444444,0.0,1.33333,0.0,-1.33333,2.66667,-1.33333,1.33333,0.777778,-2.0944,2,5.0,4.0,2.0,2.0,4.0,2.0
251,186.0,218.0,9.0,0.0,0.0,1.16667,0.744444,1.16667,0.655555,13.7037,10.6667,12.6667,17.7778,-9.11111,-3.11111,12.2222,17.7778,0.401347,2.38268,3,3.0,0.0,0.0,3.0,3.0,3.0
252,63.0,179.0,9.0,0.0,0.0,0.666667,0.222222,1.55556,0.562963,11.8148,9.77778,9.44444,16.2222,-6.11111,-7.11111,13.2222,16.2222,0.419762,2.04457,3,4.0,3.0,0.0,3.0,3.0,3.0
253,101.0,137.0,9.0,0.0,0.0,0.444444,0.501848,0.833333,0.809664,1.14815,0.222222,2.66667,0.555556,-2.77778,4.55556,-1.77778,2.66667,0.95,-2.20059,2,2.0,2.0,2.0,1.0,1.0,2.0
254,179.0,63.0,9.0,0.0,0.0,0.999997,0.516398,6.22222,5.67516,105.593,92.6667,123.222,100.889,-38.7778,52.8889,-14.1111,123.222,0.248136,-2.37528,5,0.0,6.0,5.0,5.0,4.0,5.0
255,212.0,234.0,9.0,0.0,0.0,0.444445,0.118518,1.05556,0.285185,7.11111,6.0,4.22222,11.1111,-3.33333,-8.66667,12.0,11.1111,0.621324,1.83826,3,3.0,4.0,2.0,3.0,3.0,1.0
256,71.0,95.0,9.0,0.0,0.0,2.11111,3.62963,2.66667,3.55556,9.51852,4.77778,15.4444,8.33333,-14.2222,17.7778,-3.55556,15.4444,0.698902,-2.44501,2,2.0,1.0,2.0,5.0,2.0,2.0
257,72.0,118.0,9.0,0.0,0.0,0.277778,0.0629629,0.555556,0.118518,5.48148,6.55556,6.66667,3.22222,3.22222,3.55556,-6.77778,7.11111,0.545855,-1.05335,0,5.0,3.0,0.0,4.0,0.0,1.0
258,21.0,216.0,9.0,0.111111,0.0,3.83333,0.699998,0.833333,0.477778,16.5556,13.1111,14.0,22.5556,-10.3333,-7.66667,18.0,22.5556,0.426777,2.20931,3,3.0,3.0,4.0,3.0,3.0,3.0
259,215.0,190.0,9.0,0.111111,0.0,1.38889,1.04172,2.61111,1.8429,19.8889,16.0,17.1111,26.5556,-11.6667,-8.33333,20.0,26.5556,0.403522,2.20441,3,3.0,6.0,2.0,3.0,2.0,3.0
260,38.0,202.0,9.0,0.0,0.0,2.16667,1.06979,8.33333,2.51219,57.3333,50.2222,71.5556,50.2222,-21.3333,42.6667,-21.3333,71.5556,0.302514,-2.09375,4,4.0,5.0,6.0,1.0,4.0,4.0
261,177.0,131.0,9.0,0.0,0.0,0.444444,0.42963,0.777778,0.207407,5.96296,7.55556,6.66667,3.66667,4.77778,2.11111,-6.88889,7.55556,0.515873,-0.804846,0,0.0,4.0,0.0,0.0,0.0,0.0
262,86.0,88.0,9.0,0.111111,0.0,2.05556,1.88518,1.72222,3.39629,21.1481,21.4444,26.3333,15.6667,0.888889,15.5556,-16.4444,26.3333,0.405118,-1.51256,0,1.0,6.0,1.0,5.0,0.0,0.0
263,135.0,185.0,9.0,0.111111,0.0,2.22222,2.81004,2.27778,1.28956,47.963,44.1111,57.3333,42.4444,-11.5556,28.1111,-16.5556,57.3333,0.259189,-1.9821,4,4.0,4.0,1.0,1.0,4.0,4.0
264,188.0,42.0,9.0,0.0,0.0,0.777779,0.54433,1.66667,1.26491,108.926,95.6667,126.222,104.889,-39.7778,51.8889,-12.1111,126.222,0.241934,-2.41039,5,5.0,3.0,5.0,0.0,5.0,5.0
265,250.0,176.0,9.0,0.0,0.111111,1.61111,1.06284,3.44444,1.69531,53.6667,47.1111,67.6667,46.2222,-19.6667,42.0,-22.3333,67.6667,0.318137,-2.05226,4,5.0,3.0,4.0,4.0,1.0,4.0
266,142.0,185.0,9.0,0.111111,0.0,2.27778,1.76908,3.11111,1.16746,47.8148,43.8889,58.2222,41.3333,-11.7778,31.2222,-19.4444,58.2222,0.289144,-1.93792,4,4.0,2.0,4.0,5.0,4.0,4.0
267,174.0,50.0,9.0,0.0,0.0,1.0,0.760115,0.944445,0.952579,107.444,94.6667,125.778,101.889,-38.3333,55.0,-16.6667,125.778,0.247337,-2.3373,5,6.0,6.0,5.0,5.0,5.0,5.0
268,186.0,162.0,9.0,0.0,0.0,1.61111,0.596296,12.3889,66.8185,44.0741,37.4444,54.6667,40.1111,-19.8889,31.7778,-11.8889,54.6667,0.301508,-2.38667,4,0.0,6.0,4.0,0.0,0.0,4.0
269,161.0,73.0,9.0,0.0,0.0,0.833333,0.505524,0.61111,0.389682,43.8519,43.0,48.7778,39.7778,-2.55556,14.7778,-12.2222,48.7778,0.184376,-1.72044,1,5.0,2.0,3.0,1.0,1.0,1.0
270,30.0,124.0,9.0,0.0,0.0,0.611111,0.107407,0.611111,0.107407,6.0,7.44444,7.22222,3.33333,4.33333,3.66667,-8.0,7.77778,0.571649,-0.987873,0,2.0,1.0,0.0,0.0,1.0,0.0
271,29.0,111.0,9.0,0.0,0.0,0.388889,0.240741,0.611111,0.151852,5.40741,6.88889,6.33333,3.0,4.44444,2.77778,-7.22222,6.88889,0.564153,-0.897859,0,3.0,3.0,0.0,5.0,0.0,0.0
272,72.0,191.0,9.0,0.111111,0.0,1.27778,0.507408,3.11111,4.60741,15.1852,12.1111,14.8889,18.5556,-9.22222,-0.888889,10.1111,18.5556,0.35037,2.54533,3,6.0,3.0,3.0,6.0,2.0,3.0
273,121.0,55.0,9.0,0.0,0.0,1.5,2.87777,1.44445,1.18518,103.074,90.0,124.111,95.1111,-39.2222,63.1111,-23.8889,124.111,0.274795,-2.25101,5,5.0,3.0,1.0,5.0,5.0,6.0
274,138.0,203.0,9.0,0.0,0.0,1.66667,1.64655,2.27778,1.87873,11.2593,8.77778,8.11111,16.8889,-7.44444,-9.44444,16.8889,16.8889,0.538945,2.01975,3,0.0,3.0,5.0,3.0,6.0,3.0
275,229.0,147.0,9.0,0.0,0.111111,4.05556,14.063,2.5,1.27778,27.2963,20.8889,38.6667,22.3333,-19.2222,34.1111,-14.8889,38.6667,0.457405,-2.17447,1,0.0,2.0,1.0,1.0,1.0,1.0
276,79.0,58.0,9.0,0.0,0.0,1.05556,0.534027,1.05556,0.680414,109.074,96.3333,126.444,104.444,-38.2222,52.1111,-13.8889,126.444,0.238143,-2.37521,5,4.0,5.0,0.0,0.0,5.0,5.0
277,29.0,195.0,9.0,0.0,0.0,0.444444,0.403687,0.611111,0.680414,16.037,14.4444,13.3333,20.3333,-4.77778,-8.11111,12.8889,20.3333,0.342307,1.94304,3,3.0,1.0,0.0,3.0,6.0,3.0
278,26.0,211.0,9.0,0.0,0.0,1.66667,1.46667,1.66667,1.82222,16.3704,13.7778,14.6667,20.6667,-7.77778,-5.11111,12.8889,20.6667,0.333856,2.23903,3,3.0,3.0,3.0,3.0,3.0,2.0
279,139.0,187.0,9.0,0.0,0.0,2.05556,1.12382,1.83333,1.06979,60.4444,53.6667,74.7778,52.8889,-20.3333,43.0,-22.6667,74.7778,0.292692,-2.05821,4,4.0,4.0,4.0,0.0,4.0,0.0
280,95.0,131.0,9.0,0.0,0.0,0.555555,0.162963,1.33333,0.711111,5.33333,6.88889,6.11111,3.0,4.66667,2.33333,-7.0,7.22222,0.592813,-0.850783,0,2.0,0.0,0.0,0.0,0.0,0.0
281,37.0,76.0,9.0,0.0,0.0,1.77778,0.918519,1.83333,1.81111,8.25926,3.77778,13.3333,7.66667,-13.4444,15.2222,-1.77778,13.3333,0.723011,-2.52021,2,4.0,5.0,2.0,2.0,2.0,4.0
282,235.0,46.0,9.0,0.0,0.0,1.16667,0.62361,1.33333,0.596282,114.63,100.889,132.889,110.111,-41.2222,54.7778,-13.5556,132.889,0.240722,-2.39503,5,4.0,5.0,5.0,5.0,5.0,5.0
283,47.0,96.0,9.0,0.0,0.0,0.944445,0.574134,0.833333,0.752772,61.9259,54.4444,77.0,54.3333,-22.4444,45.2222,-22.7778,77.0,0.297221,-2.08911,1,1.0,3.0,1.0,1.0,1.0,1.0
284,75.0,149.0,9.0,0.0,0.0,0.5,0.122222,1.05556,0.507407,7.51852,5.55556,11.8889,5.11111,-5.88889,13.1111,-7.22222,11.8889,0.578708,-2.01863,0,0.0,0.0,0.0,6.0,0.0,0.0
285,67.0,194.0,9.0,0.0,0.0,3.72222,1.49691,6.44444,3.96466,58.8148,51.7778,72.5556,52.1111,-21.1111,41.2222,-20.1111,72.5556,0.286791,-2.11294,4,0.0,2.0,4.0,4.0,4.0,4.0
286,18.0,145.0,9.0,0.0,0.0,0.388889,0.0185185,0.611111,0.374074,3.92593,5.55556,4.0,2.22222,4.88889,0.222222,-5.11111,5.55556,0.600529,-0.57094,0,5.0,0.0,0.0,0.0,0.0,0.0
287,17.0,64.0,9.0,0.0,0.0,1.44444,1.36296,1.66667,1.42222,18.8889,17.5556,25.1111,14.0,-4.0,18.6667,-14.6667,25.1111,0.441092,-1.75551,0,0.0,4.0,6.0,0.0,0.0,0.0
288,33.0,104.0,9.0,0.111111,0.0,1.55556,0.962963,3.05556,5.04074,20.1852,20.2222,24.8889,15.4444,0.111111,14.1111,-14.2222,24.8889,0.380367,-1.55538,0,0.0,3.0,4.0,0.0,0.0,0.0
289,243.0,41.0,9.0,0.0,0.0,1.0,0.355559,0.277779,0.151852,135.222,128.444,145.889,131.333,-20.3333,32.0,-11.6667,145.889,0.119532,-2.27023,5,5.0,2.0,5.0,5.0,5.0,5.0
290,5.0,118.0,9.0,0.0,0.0,0.222222,0.0740741,0.333333,0.0888889,0.925926,0.0,2.55556,0.222222,-2.77778,4.88889,-2.11111,2.55556,1.0,-2.17128,2,6.0,3.0,2.0,2.0,2.0,2.0
291,202.0,41.0,9.0,0.0,0.0,0.944448,0.772202,1.11111,1.0256,123.037,111.889,139.778,117.444,-33.4444,50.2222,-16.7778,139.778,0.199347,-2.29992,5,6.0,2.0,2.0,5.0,0.0,5.0
292,30.0,56.0,9.0,0.0,0.0,1.55556,0.429629,1.5,1.27778,23.7037,22.1111,31.3333,17.6667,-4.77778,22.8889,-18.1111,31.3333,0.43596,-1.74883,0,0.0,5.0,4.0,0.0,0.0,0.0
293,154.0,249.0,9.0,0.0,0.0,3.5,2.30699,4.55556,3.53815,18.0,14.6667,15.6667,23.6667,-10.0,-7.0,17.0,23.6667,0.398397,2.215,3,1.0,2.0,4.0,3.0,3.0,4.0
294,143.0,186.0,9.0,0.0,0.0,2.33333,2.319,2.77778,2.52689,54.963,49.1111,67.8889,47.8889,-17.5556,38.7778,-21.2222,67.8889,0.296251,-2.02862,4,1.0,2.0,4.0,1.0,4.0,1.0
295,174.0,115.0,9.0,0.0,0.0,2.44444,3.40741,3.66667,12.2667,29.4815,23.1111,40.1111,25.2222,-19.1111,31.8889,-12.7778,40.1111,0.421493,-2.21866,6,6.0,6.0,1.0,0.0,4.0,6.0
296,150.0,144.0,9.0,0.0,0.0,0.555556,0.0740741,0.611111,0.151852,2.51852,0.111111,6.55556,0.888889,-7.22222,12.1111,-4.88889,6.55556,0.986111,-2.21216,2,1.0,4.0,2.0,2.0,2.0,3.0
297,13.0,191.0,9.0,0.0,0.0,3.55556,5.40741,7.77778,40.0296,25.2963,23.5556,29.8889,22.4444,-5.22222,13.7778,-8.55556,30.1111,0.237113,-1.85826,4,4.0,4.0,4.0,4.0,0.0,4.0
298,22.0,114.0,9.0,0.111111,0.0,0.944444,1.16269,1.16667,0.408248,30.4815,24.4444,40.7778,26.2222,-18.1111,30.8889,-12.7778,40.7778,0.400536,-2.20716,6,3.0,6.0,5.0,6.0,6.0,6.0
299,60.0,52.0,9.0,0.0,0.0,0.722223,0.596301,0.777777,0.740744,111.63,101.0,129.222,104.667,-31.8889,52.7778,-20.8889,129.222,0.218379,-2.22968,5,5.0,5.0,5.0,5.0,5.0,5.0
300,254.0,73.0,9.0,0.0,0.0,6.66667,7.86554,9.44444,12.33,34.7037,20.5556,57.3333,26.2222,-42.4444,67.8889,-25.4444,57.3333,0.651133,-2.25556,2,1.0,1.0,1.0,2.0,2.0,2.0
301,244.0,105.0,9.0,0.0,0.0,5.94444,4.92349,1.5,0.809664,22.7037,19.1111,29.5556,19.4444,-10.7778,20.5556,-9.77778,29.5556,0.364499,-2.12555,6,6.0,6.0,6.0,3.0,6.0,6.0
302,39.0,246.0,9.0,0.111111,0.0,2.27778,3.26296,1.83333,2.43333,15.3704,12.5556,13.1111,20.4444,-8.44444,-6.77778,15.2222,20.4444,0.393839,2.17054,3,3.0,3.0,5.0,5.0,3.0,3.0
303,62.0,140.0,9.0,0.0,0.0,2.44444,1.00741,1.38889,0.685185,23.0,17.8889,32.2222,18.8889,-15.3333,27.6667,-12.3333,32.2222,0.444353,-2.16726,1,5.0,0.0,5.0,1.0,1.0,1.0
304,116.0,238.0,9.0,0.0,0.0,1.16667,0.877777,1.05556,2.28518,8.51852,7.44444,5.66667,12.4444,-3.22222,-8.55556,11.7778,12.4444,0.54054,1.84473,3,0.0,3.0,3.0,3.0,6.0,3.0
305,4.0,188.0,9.0,0.0,0.0,1.55556,0.688531,2.33333,0.760116,15.7407,13.3333,14.0,19.8889,-7.22222,-5.22222,12.4444,19.8889,0.342408,2.20467,3,3.0,6.0,3.0,3.0,0.0,0.0
306,147.0,111.0,9.0,0.0,0.0,0.388889,0.151852,0.444445,0.118519,5.66667,7.0,7.0,3.0,4.0,4.0,-8.0,7.33333,0.59127,-1.04143,0,1.0,3.0,5.0,0.0,0.0,6.0
307,145.0,34.0,9.0,0.111111,0.0,0.555557,0.340741,1.88889,1.14074,137.037,131.444,146.667,133.0,-16.7778,28.8889,-12.1111,146.667,0.104539,-2.2,5,4.0,4.0,6.0,1.0,5.0,5.0
308,119.0,181.0,9.0,0.111111,0.0,0.777777,0.750308,3.27778,1.6113,21.4074,16.5556,19.6667,28.0,-14.5556,-5.22222,19.7778,28.0,0.409551,2.37885,3,0.0,0.0,2.0,4.0,3.0,3.0
309,33.0,100.0,9.0,0.0,0.0,0.722222,0.534027,0.666667,0.365148,1.22222,0.111111,2.77778,0.777778,-3.33333,4.66667,-1.33333,2.77778,0.977778,-2.3371,2,2.0,2.0,2.0,2.0,2.0,2.0
310,115.0,182.0,9.0,0.0,0.0,0.555556,1.04704,0.722223,1.14342,17.5926,15.4444,14.0,23.3333,-6.44444,-10.7778,17.2222,23.3333,0.399447,1.93759,3,2.0,5.0,6.0,3.0,3.0,3.0
311,9.0,76.0,9.0,0.0,0.0,1.27778,1.42075,1.66667,1.8619,2.44444,0.888889,4.66667,1.77778,-4.66667,6.66667,-2.0,4.66667,0.872222,-2.3408,2,3.0,4.0,2.0,4.0,2.0,2.0
312,236.0,77.0,9.0,0.0,0.0,22.1667,15.4729,7.72222,8.37302,32.7778,30.2222,37.6667,30.4444,-7.66667,14.6667,-7.0,37.6667,0.225243,-2.12336,1,1.0,3.0,2.0,6.0,1.0,1.0
313,222.0,145.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1.0,6.0,6.0,6.0,6.0,6.0
314,201.0,135.0,9.0,0.0,0.0,0.555555,0.296296,0.888889,0.074074,5.51852,7.11111,6.44444,3.0,4.77778,2.77778,-7.55556,7.44444,0.599427,-0.892179,0,2.0,0.0,2.0,0.0,2.0,0.0
315,2.0,245.0,9.0,0.0,0.0,1.88889,2.16296,3.16667,3.27778,6.40741,6.22222,6.0,7.0,-0.555556,-1.22222,1.77778,7.22222,0.191049,1.75665,3,0.0,4.0,0.0,3.0,3.0,3.0
316,22.0,125.0,9.0,0.0,0.0,2.27778,1.80637,2.44444,1.3444,58.2222,50.2222,73.7778,50.6667,-24.0,46.6667,-22.6667,73.7778,0.323908,-2.11272,1,1.0,5.0,1.0,1.0,1.0,1.0
317,7.0,134.0,9.0,0.0,0.0,0.0555556,0.0185185,0.0555556,0.0185185,0.037037,0.0,0.111111,0.0,-0.111111,0.222222,-0.111111,0.111111,0.111111,-2.0944,2,2.0,3.0,2.0,2.0,2.0,2.0
318,41.0,77.0,9.0,0.111111,0.0,1.77778,0.651851,1.61111,1.57407,5.0,1.22222,10.2222,3.55556,-11.3333,15.6667,-4.33333,10.2222,0.891608,-2.35488,2,2.0,1.0,2.0,2.0,2.0,2.0
319,96.0,80.0,9.0,0.111111,0.0,1.55556,4.16296,2.5,1.9,26.0,24.0,34.4444,19.5556,-6.0,25.3333,-19.3333,34.4444,0.432471,-1.77359,0,4.0,6.0,6.0,6.0,0.0,0.0
320,189.0,144.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6.0,6.0,4.0,2.0,6.0,6.0
321,62.0,123.0,9.0,0.0,0.0,0.444444,0.207407,0.5,0.122222,5.81482,7.55556,6.66667,3.22222,5.22222,2.55556,-7.77778,7.55556,0.573413,-0.837598,0,2.0,1.0,0.0,4.0,0.0,1.0
322,84.0,62.0,9.0,0.0,0.0,0.722222,0.490653,0.944443,0.772202,61.037,53.4444,76.2222,53.4444,-22.7778,45.5556,-22.7778,76.2222,0.303179,-2.09374,1,1.0,3.0,3.0,1.0,1.0,1.0
323,215.0,219.0,9.0,0.0,0.0,2.55556,2.23772,3.22222,2.49147,13.2222,10.3333,10.2222,19.1111,-8.66667,-9.0,17.6667,19.1111,0.494595,2.0861,3,3.0,0.0,3.0,3.0,3.0,3.0
324,189.0,187.0,9.0,0.0,0.0,1.22222,1.0037,3.05556,2.38902,48.5185,44.1111,59.8889,41.5556,-13.2222,34.1111,-20.8889,59.8889,0.305755,-1.94747,4,1.0,6.0,4.0,2.0,4.0,4.0
325,148.0,116.0,9.0,0.0,0.0,0.5,0.477778,1.16667,0.611111,6.11111,7.11111,7.66667,3.55556,3.0,4.66667,-7.66667,7.77778,0.544733,-1.16325,0,4.0,0.0,3.0,0.0,3.0,0.0
326,165.0,119.0,9.0,0.0,0.0,1.05556,1.57408,1.44444,0.829629,29.4815,23.2222,40.3333,24.8889,-18.7778,32.5556,-13.7778,40.3333,0.425713,-2.18778,6,3.0,6.0,6.0,6.0,6.0,6.0
327,145.0,102.0,9.0,0.0,0.0,0.888889,0.607408,2.61111,1.48519,23.0741,22.1111,29.7778,17.3333,-2.88889,20.1111,-17.2222,29.7778,0.417763,-1.68544,0,0.0,0.0,4.0,0.0,0.0,0.0
328,130.0,189.0,9.0,0.0,0.0,0.888889,0.340741,1.16667,0.922222,12.0,9.44444,10.1111,16.4444,-7.66667,-5.66667,13.3333,16.4444,0.439443,2.19414,3,5.0,4.0,3.0,3.0,3.0,3.0
329,202.0,140.0,9.0,0.0,0.0,0.722222,0.490653,0.444444,0.344265,1.03704,0.777778,1.88889,0.444444,-0.777778,2.55556,-1.77778,1.88889,0.814815,-1.83888,6,6.0,5.0,6.0,1.0,6.0,6.0
330,168.0,187.0,9.0,0.0,0.0,3.5,2.16795,2.83333,1.60208,58.0,52.5556,71.4444,50.0,-16.3333,40.3333,-24.0,71.4444,0.29965,-1.96667,4,2.0,3.0,6.0,2.0,5.0,4.0
331,189.0,39.0,9.0,0.0,0.0,1.05555,0.574136,0.777776,0.583728,124.185,113.889,140.333,118.333,-30.8889,48.4444,-17.5556,140.333,0.188391,-2.26811,5,1.0,5.0,5.0,5.0,5.0,5.0
332,174.0,113.0,9.0,0.0,0.0,2.5,1.01111,1.0,0.933333,31.7778,24.4444,43.7778,27.1111,-22.0,36.0,-14.0,43.7778,0.441507,-2.2388,6,0.0,2.0,6.0,6.0,2.0,6.0
333,221.0,69.0,9.0,0.0,0.0,1.55556,0.807372,0.722223,0.854184,36.963,36.6667,40.2222,34.0,-0.888889,9.77778,-8.88889,40.2222,0.154094,-1.64013,1,2.0,1.0,4.0,1.0,1.0,4.0
334,245.0,176.0,9.0,0.0,0.0,1.0,0.516398,1.0,0.557774,18.4815,15.1111,17.0,23.3333,-10.1111,-4.44444,14.5556,23.3333,0.35207,2.33224,3,3.0,3.0,3.0,3.0,3.0,3.0
335,2.0,98.0,9.0,0.0,0.0,2.0,0.666667,1.05556,0.551853,17.4815,18.3333,20.7778,13.3333,2.55556,9.88889,-12.4444,20.7778,0.356724,-1.36044,0,2.0,1.0,0.0,3.0,0.0,0.0
336,69.0,85.0,9.0,0.111111,0.0,3.11111,8.20741,3.94444,9.44074,21.4444,20.4444,28.1111,15.7778,-3.0,20.0,-17.0,28.1111,0.437404,-1.65988,0,5.0,1.0,0.0,0.0,0.0,0.0
337,31.0,106.0,9.0,0.0,0.0,1.61111,0.72963,0.722222,1.17407,19.1111,19.5556,23.6667,14.1111,1.33333,13.6667,-15.0,23.6667,0.403224,-1.48458,0,1.0,5.0,0.0,2.0,0.0,0.0
338,23.0,55.0,9.0,0.0,0.0,2.22222,3.67407,1.77778,0.785185,23.4444,21.6667,31.1111,17.5556,-5.33333,23.0,-17.6667,31.1111,0.43507,-1.77116,0,1.0,1.0,2.0,0.0,0.0,0.0
339,8.0,226.0,9.0,0.0,0.0,2.88889,1.98513,1.11111,0.45542,18.0,14.0,15.7778,24.2222,-12.0,-6.66667,18.6667,24.2222,0.424404,2.27303,3,1.0,3.0,3.0,5.0,3.0,3.0
340,65.0,70.0,9.0,0.0,0.0,0.666665,0.177776,1.11111,0.562963,112.519,104.0,127.778,105.778,-25.5556,45.7778,-20.2222,127.778,0.186099,-2.17166,5,3.0,5.0,5.0,5.0,5.0,5.0
341,189.0,107.0,9.0,0.0,0.0,2.66667,0.699206,0.833333,0.72265,27.7778,23.4444,35.1111,24.7778,-13.0,22.0,-9.0,35.1111,0.332407,-2.2015,6,6.0,6.0,4.0,6.0,6.0,6.0
342,100.0,155.0,9.0,0.0,0.0,0.5,0.459468,0.833333,0.349603,23.3333,20.0,20.6667,29.3333,-10.0,-8.0,18.0,29.3333,0.31809,2.1694,3,4.0,3.0,3.0,6.0,3.0,3.0
343,249.0,178.0,9.0,0.0,0.0,2.27778,1.76908,5.22222,4.93363,47.963,42.6667,58.8889,42.3333,-15.8889,32.7778,-16.8889,58.8889,0.289863,-2.10254,4,4.0,4.0,4.0,1.0,4.0,4.0
344,82.0,109.0,9.0,0.111111,0.0,0.722223,0.240741,1.33333,0.800001,17.7778,19.2222,21.0,13.1111,4.33333,9.66667,-14.0,21.0,0.376024,-1.27656,0,0.0,4.0,6.0,0.0,5.0,0.0
345,252.0,201.0,9.0,0.0,0.0,4.61111,5.49512,5.55556,5.79527,40.2963,35.7778,49.0,36.1111,-13.5556,26.1111,-12.5556,49.0,0.275368,-2.17583,4,2.0,2.0,4.0,4.0,6.0,4.0
346,76.0,116.0,9.0,0.0,0.0,0.833333,0.433334,0.166667,0.0777777,16.8519,13.5556,23.2222,13.7778,-9.88889,19.1111,-9.22222,23.2222,0.420839,-2.12118,6,4.0,6.0,4.0,6.0,5.0,6.0
